Recipe,URL,Ingredients,Type
Crushed olive oil potatoes,https://www.bbcgoodfood.com/recipes/crushed-olive-oil-potatoes, new potatoolive oil,Sauces and sides
Herb-Infused Olive Oil,https://www.marthastewart.com/1159750/herb-infused-olive-oil,"Herbs, such as rosemary, thyme, tarragon, or chives cups olive oil",Sauces and sides
Olive Oil Gelato,http://www.food52.com/recipes/10866_olive_oil_gelato, cups sugar cup plus  tablespoons water cups whole milkLarge pinch salt egg yolks cup plus  tablespoons olive oil,Sauces and sides
Herbed Olive Oil,https://www.epicurious.com/recipes/food/views/herbed-olive-oil-56389738, cups packed fresh parsley leaves about  bunch cups packed fresh mint leaves about  of  bunch tablespoon finely grated lemon zest from about  lemons  cups extra-virgin olive oil teaspoon kosher salt,Sauces and sides
Olive Oil Granola,https://www.realsimple.com/food-recipes/browse-all-recipes/olive-oil-granola, cups rolled oats cups pepitas hulled pumpkin seeds cup honey cup olive oil cup light brown sugar teaspoon pure vanilla extractkosher salt cups dried cherries,Sauces and sides
Olive Oil Popcorn,https://www.foodnetwork.com/recipes/daphne-brogdon/olive-oil-popcorn-2814492, tablespoons olive oil cup popcorn kernelsKosher salt,Sauces and sides
Olive Oil Cake,http://www.thedailymeal.com/olive-oil-cake-recipe,"Cooking spray eggs Cups sugar Cups extra-virgin olive oil  Cup unbleached, all-purpose flour Tablespoon baking powder Teaspoon kosher salt",Sauces and sides
Bread and Olive Oil,https://www.menshealth.com/recipes/bread-and-olive-oil, tbsp extra-virgin olive oilpinch of dried rosemarypinch of dried oreganopinch of dried freshly ground black pepper slice crusty whole wheat bread,Sauces and sides
Tarragon Limeade,https://www.marthastewart.com/1143201/tarragon-limeade,"  cups freshly squeezed lime juice about  limes, plus wedges for garnish  cups Tarragon Syrup for LimeadeTarragon sprigs, for garnish",Desserts and other sweets
Tarragon Oil recipes,http://www.101cookbooks.com/archives/tarragon-oil-recipe.html, cup   tarragon leaves cup    flat-leaf parsley leaves cup   ml extra virgin olive oilfine sea salt,Desserts and other sweets
Carrot & tarragon purée,https://www.bbcgoodfood.com/recipes/carrot-tarragon-puree,"1kg pack carrot preferably organic, sliced butter tbsp chopped tarragon leaves",Chicken dishes
Blackberry-Tarragon Paletas,https://www.epicurious.com/recipes/food/views/blackberry-tarragon-paletas-51236640,  pints blackberries cup simple syrup cup fresh lemon juice tablespoons fresh tarragon leaves,Chicken dishes
Boiled Beets With Tarragon Butter,http://www.saveur.com/article/Recipes/Boiled-Beets-with-Tarragon-Butter, medium beets tbsp. butter tbsp. chopped fresh tarragon,Sauces and sides
Chicken Salad With Tarragon,http://simplyrecipes.com/recipes/chicken_salad_with_tarragon/," cups chopped, cooked chicken meat* cup dried cranberries, finely chopped stalk celery, finely chopped teaspoon lemon juice cup mayonnaise- teaspoons dried tarragon or - Tbsp fresh chopped tarragonSalt and pepper to taste",Meat dishes
Grilled Tarragon Carrots,http://www.food52.com/recipes/9957_grilled_tarragon_carrots," cup olive oil tablespoons sherry vinegar or lemon juice teaspoon kosher salt + more to taste tablespoons chopped fresh tarragon  pound small carrots, greens, ends, & tips removed slice from the center of  large onion about  inch thick tablespoon whole fresh tarragon leavessalt and pepper to taste",Desserts and other sweets
Tarragon Chicken Linguine,http://www.eatingwell.com/recipe/262873/tarragon-chicken-linguine/," ounces dried linguine cups broccoli florets cup reduced-sodium chicken broth teaspoons cornstarch teaspoon lemon-pepper seasoning boneless chicken breast halves  ounces total, cut into bite-size strips teaspoons olive oil tablespoon snipped fresh tarragon or dill or  teaspoon dried tarragon or dill, crushed",Chicken dishes
Tarragon Deviled Eggs,https://www.foodnetwork.com/recipes/claire-robinson/tarragon-deviled-eggs-recipe-1921661," large eggsKosher salt and freshly cracked black pepper tablespoon Dijon mustard tablespoon minced shallot tablespoon finely chopped sweet gherkins, plus  teaspoon brine teaspoons finely chopped tarragon, plus  tarragon leaves, for garnish",Desserts and other sweets
Tarragon Mustard,https://www.menshealth.com/recipes/tarragon-mustard," cup dry mustard cup hot water tablespoons white wine vinegar small clove garlic, halved teaspoon tarragon teaspoon sugarteaspoon salt",Chicken dishes
Chutney Mustard,https://www.marthastewart.com/318302/chutney-mustard, cup mango chutney cup Dijon mustard,Chicken dishes
Mustard Caviar,https://www.epicurious.com/recipes/food/views/mustard-caviar-388695, cup rice vinegar cup brown mustard seeds cup yellow mustard seeds cup apple cider vinegar cup sugar tablespoon kosher salt,Chicken dishes
Wholegrain mustard,http://www.jamieoliver.com/recipes/uncategorised-recipes/wholegrain-mustard/,"  black mustard seeds  yellow mustard seeds ml British beer , such as Fuller\\\\\\\' London Pride tablespoon sea salt ml malt vinegar tablespoon runny honey",Chicken dishes
Mustard Champ,http://www.bbcgoodfood.com/recipes/5531/,".0kg potato , peeled and quartered.0ml milk- tbsp wholegrain mustard. butter bunches spring onion , washed and sliced",Chicken dishes
Stout Beer Mustard,https://www.tastingtable.com/entry_detail/chefs_recipes/4703/A_trio_of_homemade_mustards.htm, cup black or brown mustard seeds cup yellow mustard seeds cup stout cup dry mustard powder such as coleman' cup water tablespoons granulated sugar teaspoons salt teaspoon ground allspice teaspoon ground turmeric teaspoon ground nutmeg,Chicken dishes
Apricot Mustard,http://www.eatingwell.com/recipes/apricot_mustard.html, cup cider vinegar cup apricot preserves tablespoons coarse-grained mustard,Chicken dishes
Fennel Mustard,http://www.foodandwine.com/recipes/fennel-mustard, tablespoon vegetable oil cups chopped fennel cup white wine vinegar tablespoon water teaspoon dry mustard powder teaspoons whole-grain mustardSalt,Chicken dishes
Mustard Sauce,http://www.cookstr.com/recipes/mustard-sauce-paul-prudhomme, cup heavy cream cup dairy sour cream tablespoons Creole mustard preferred or brown mustard teaspoons Worcestershire sauce teaspoons prepared mustard teaspoon salt teaspoon black pepper teaspoon white pepper teaspoon ground red pepper preferably cayenne teaspoon dried sweet basil leaves,Chicken dishes
Mustard,http://www.thedailymeal.com/mustard-1-recipe, Tablespoons yellow mustard seeds Tablespoons brown mustard seeds Cup white-wine vinegar Cup white wine or water Teaspoon salt Teaspoon turmeric,Chicken dishes
Cognac Mustard,http://www.myrecipes.com/recipe/cognac-mustard, tablespoons yellow mustard seeds tablespoons brown mustard seeds tablespoons cognac cup white wine vinegar cup light brown sugar teaspoon salt,Chicken dishes
Garlic Soup,http://www.lottieanddoof.com/2012/01/garlic-soup/," garlic cloves unpeeled tablespoons olive oil tablespoons  stick butter  cups sliced onions  teaspoons chopped fresh thyme garlic cloves, peeled cups canned low-salt chicken broth** cups filtered water cup whipping cream cup finely grated Parmesan cheese about  ounces lemon wedges",Sauces and sides
Garlic Confit,https://www.epicurious.com/recipes/food/views/garlic-confit-241125," cup olive oil garlic cloves, peeled",Sauces and sides
Garlic Confit,https://www.marthastewart.com/1530992/garlic-confit, large or  small heads garlic thyme sprigsExtra-virgin olive oil,Sauces and sides
Garlic beef,https://www.bbcgoodfood.com/recipes/garlic-beef, tbsp black peppercorn garlic cloves tbsp red wine vinegar piece well-trimmed beef skirt,Sauces and sides
Garlic-Garlic Mashed Potatoes,https://food52.com/recipes/14611-garlic-garlic-mashed-potatoes," pounds Yukon gold potatoes, peeled and cut into -inch pieces tablespoons butter, divided cloves garlic, peeled and finely minced  ounces goat cheese cup finely grated Parmesan cheeseHeavy cream or milk, as neededSalt and pepper to taste cup chopped scallions optional",Salads
Roasted Garlic,http://www.cookstr.com/recipes/roasted-garlic-2, to  ounces peeled and trimmed garlic cloves tablespoons Chili and Garlic Oil,Chicken dishes
Garlic knots…,http://honestcooking.com/garlic-knots/, cup warm water tsp dry active yeast tsp sugar tbsp melted salted butter tbsp olive oil cup all purpose flour keep more handy for dustingFor garlic butter coating- tbsp salted butter- garlic cloves chopped tbsp chopped corianderparsley,Sauces and sides
Roasted Garlic,http://www.latartinegourmande.com/2011/05/17/roasted-spring-garlic/,"Heads of spring garlicOlive OilBread or crackers, to serve",Chicken dishes
Roasted Garlic,https://www.realsimple.com/food-recipes/browse-all-recipes/roasted-garlic, large head garlic tablespoons white wine or vermouth teaspoon chopped fresh thymekosher salt and pepper,Chicken dishes
Roasted Garlic,https://www.menshealth.com/recipes/roasted-garlic, large bulb garlicpinch of salt,Chicken dishes
Salt & Pepper Challah,https://food52.com/recipes/18049-salt-pepper-challah," ounces  lbs.,  ounces bread flour ounces stone-ground whole wheat flour ounces granulated sugar teaspoons kosher salt teaspoons  tablespoons +  teaspoons saf instant yeast large eggs. cups vegetable oil ounces warm  degree waterCoursely ground black pepper and course salt fleur de sel or kosher both work well for topping",Desserts and other sweets
Salt & pepper chips,https://www.bbcgoodfood.com/recipes/salt-and-pepper-chips,"- large floury potatoes tbsp vegetable oil tsp black peppercorns tsp Sichuan peppercorns onion, finely chopped red pepper, finely chopped green pepper, finely chopped garlic cloves, sliced red chilli, finely sliced tsp Chinese five-spice powder tsp caster sugar tsp sea salt tsp chilli flakes spring onions, finely sliced",Desserts and other sweets
Simple Salt & Pepper Jerky recipes,http://www.foodrepublic.com/2016/02/03/how-to-make-homemade-beef-jerky/," pounds lean beef from fully pastured, grass-fed cattle top round, eye round, bottom round teaspoons salt tablespoons pepper cup vinegar optional, but helps with tenderization",Desserts and other sweets
Salt & pepper tofu skewers,http://www.jamieoliver.com/recipes/uncategorised-recipes/salt-pepper-tofu-skewers/, shallots bunch of spring onions- fresh red chillies cloves of garlic5cm piece of fresh gingergroundnut oil tablespoons black peppercorns tablespoon Szechuan peppercorns teaspoons coriander seeds teaspoon sea salt flakes tablespoons soy sauce tablespoons light brown sugar  firm tofu cucumber  bunch of fresh coriander tablespoons rice wine vinegar,Desserts and other sweets
Salt & Pepper Calamari With Watercress Salad,http://www.sfgate.com/food/recipes/detail.html?rid=16442&sorig=qs,"Salt & Pepper Calamari:Vegetable oil for frying egg cup milk cup panko or other breadcrumbs cup flour teaspoons kosher salt teaspoons pepper teaspoons ground Sichuan pepper see Note pound cleaned squid, bodies cut into -inch ringsSalad: teaspoons vegetable oil teaspoon lime or lemon juice to  teaspoon Asian fish sauce see Note or soy saucePinch sugar small bunches watercress, stems trimmed off",Desserts and other sweets
Salt & Pepper Shrimp with Snow Peas,http://www.eatingwell.com/recipe/280008/salt-pepper-shrimp-with-snow-peas/," pound shell-on deveined raw shrimp - per pound; see Tip tablespoons cornstarch teaspoon salt, divided teaspoon ground black pepper teaspoon ground white pepper tablespoons canola oil, divided pound snow peas serrano or jalapeño pepper, thinly sliced cloves garlic, thinly sliced cup water cup chopped fresh cilantro",Desserts and other sweets
Salt & Pepper Babyback Ribs,https://food52.com/recipes/21963-salt-pepper-babyback-ribs," racks of babyback ribs, silver skin removed tablespoons kosher salt tablespoon freshly ground pepper tablespoon garlic powder tablespoon brown sugar",Desserts and other sweets
Salt & pepper squid,http://www.bbcgoodfood.com/recipes/1369653/salt-and-pepper-squid," cornflour plain flour tsp black pepper, cracked tbsp ground Szechuan peppercorns, roughly crushedsunflower or vegetable oil, for frying squid, cleaned and cut into strips see tips, belowfinely sliced spring onion and green chilli, to serve red chilli, finely choppedhalf cucumber, finely diced small red onion, finely chopped100ml rice wine vinegar tbsp caster sugar tsp fish sauce",Desserts and other sweets
Salt & pepper squid,http://www.bbcgoodfood.com/recipes/2169/salt-and-pepper-squid-," large squid, or smaller ones totalling the same weight the tentacles can be cooked alongside, if you want- tbsp olive oil tsp Chinese five spice powderlittle sesame oil, to servefew coriander sprigs, to servesweet chilli sauce, to serve",Desserts and other sweets
Grilled Ribs With Salt & Pepper,https://food52.com/recipes/81396-grilled-ribs-with-salt-pepper," pound pork baby back ribs, cut into individual ribsKosher salt and freshly ground black pepper, to tasteWhite rice, for serving",Desserts and other sweets
Minatamis na Saging (Sweetened Plantains),http://thenotsocreativecook.com/2013/12/01/sweet-plantains/, pieces plantains saging na saba cup brown sugar  cups water tsp vanilla extract tsp salt,Chicken dishes
Carrot Pickle,https://www.bigbasket.com/cookbook/recipes/275/carrot-pickle/, Cup carrot. teaspoon nigella seeds kalonji teaspoon split fenugreek seeds methi na kuria teaspoon split mustard seeds rai na kuria. teaspoon asafoetida hing teaspoon chilli powder. teaspoon turmeric powder haldiSalt to taste. tablespoon oil,Chicken dishes
Tuver na Lilva ni Kadhi -Pigeon Peas in Yogurt Soup,http://www.theroute2roots.com/tuver-na-lilva-ni-kadhi-pigeon-peas-yogurt-soup/," cup yogurt cup tuver na lilvafresh pigeon peas, boiled. tablespoon besanchickpea flour green chilies, minced inch piece of ginger, minced- springs of green garlic, finely chopped springs onions, finely chopped teaspoon mustard seeds teaspoon turmeric powder pinch of asafoetida teaspoons gheeoilsalt ot taste. cups water",Chicken dishes
Na Na’s Ham Ball,https://tastykitchen.com/recipes/appetizers-and-snacks/na-nae28099s-ham-ball/," ounces, weight Cream Cheese -  Ounce Packages Room Temperature ounces, weight Any Flavor, Finely Diced Deli Ham whole Large Red Onion, Finely Diced Tablespoons Chopped Fresh Parsley, Or Dried Parsley Flakes Tablespoon Prepared Horseradish teaspoon Garlic Powder Tablespoon Louisianna Hot Sauce, Texas Pete, Or Tabasco Sauce, Whatever Kind You Like Best",Chicken dishes
